track_unique_id,popularity_target
1387,0
1389,0
1390,0
1399,1
1402,0
1405,0
1406,0
1409,0
1412,0
1413,0
1414,0
1419,0
1424,0
1430,1
1437,1
1438,0
1441,0
1443,0
1445,0
1447,0
1448,0
1449,0
1452,0
1457,0
1458,0
1463,0
1465,0
1469,0
1470,0
1472,0
1477,1
1478,0
1480,0
1483,0
1485,0
1491,0
1492,0
1507,0
1512,0
1517,0
1518,0
1519,0
1520,0
1522,0
1529,0
1534,1
1540,1
1543,0
1544,0
1546,0
1549,0
1550,0
1566,0
1568,0
1570,0
1571,0
1572,1
1574,0
1575,0
1576,0
1579,0
1581,0
1583,0
1586,0
1592,0
1598,0
1599,0
1602,0
1603,0
1618,1
1621,0
1632,1
1633,0
1635,0
1637,0
1638,0
1639,0
1640,0
1641,0
1644,0
1647,0
1653,0
1655,0
1656,0
1668,0
1670,0
1673,0
1675,0
1679,1
1684,0
1692,0
1696,0
1697,0
1704,1
1714,0
1715,0
1718,0
1721,0
1728,0
1731,0
1736,0
1738,0
1742,0
1744,0
1747,0
1749,0
1751,0
1761,1
1763,1
1764,1
1768,0
1770,0
1771,0
1788,0
1792,0
1793,0
1795,0
1798,0
1801,0
1807,0
1808,0
1811,0
1812,0
1815,1
1818,0
1824,0
1830,0
1836,0
1841,0
1842,0
1846,0
1852,0
1853,1
1857,0
1858,0
1860,0
1862,0
1864,0
1866,0
1870,0
1873,0
1874,0
1878,0
1879,1
1880,0
1886,0
1888,0
1895,0
1897,0
1900,0
1910,0
1914,1
1923,0
1926,0
1928,0
1934,0
1938,0
1945,0
1948,0
1952,1
1954,1
1956,0
1958,0
1959,1
1965,0
1966,0
1974,0
1978,0
1983,0
1989,0
1990,0
1993,0
1994,0
2007,1
2009,1
2022,0
2029,0
2033,0
2037,0
2040,0
2043,0
2046,0
2047,0
2054,1
2059,0
2060,0
2062,0
2067,0
2071,0
2072,0
2077,0
2083,0
2086,0
2087,0
2089,0
2097,0
2098,0
2099,0
2102,1
2104,1
2107,1
2110,1
2113,0
2114,0
2117,0
2121,0
2122,0
2125,0
2129,0
2132,0
2136,0
2142,0
2143,0
2145,0
2152,1
2154,1
2161,0
2165,0
2167,0
2168,0
2171,0
2172,0
2173,0
2174,0
2178,0
2180,0
2182,0
2183,0
2184,0
2185,0
2188,0
2189,0
2194,0
2201,1
2211,1
2212,0
2220,0
2223,0
2225,0
2226,0
2227,0
2231,0
2232,1
2233,0
2235,0
2238,0
2240,0
2245,0
2255,1
2258,1
2259,1
2262,0
2267,0
2268,0
2271,0
2277,0
2279,0
2280,0
2285,0
2286,0
2287,0
2289,0
2290,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,1
2307,1
2308,1
2309,1
2310,1
2311,1
2316,0
2318,0
2319,0
2320,0
2322,0
2323,0
2327,0
2328,0
2329,0
2330,0
2333,0
2338,0
2339,0
2348,0
2349,0
2351,1
2357,1
2359,0
2360,1
2361,0
2362,1
2367,1
2371,1
2372,1
2375,0
2376,0
2378,0
2388,0
2390,0
2391,0
2392,0
2394,1
2398,0
2401,1
2403,1
2406,1
2409,1
2417,1
2418,1
2427,0
2428,0
2430,0
2432,0
2436,0
2437,0
2439,0
2441,0
2442,0
2447,0
2448,0
2449,0
2450,1
2465,1
2468,1
2474,1
2483,0
2490,0
2493,0
2494,1
2495,0
2498,0
2502,1
2503,1
2504,1
2505,1
2511,1
2513,1
2514,1
2515,1
2516,0
2522,1
2527,1
2528,1
2530,1
2533,1
2538,0
2540,0
2542,0
2544,0
2546,0
2547,1
2550,1
2556,1
2563,1
2571,1
2579,1
2582,1
2584,0
2588,0
2592,0
2603,1
2605,1
2608,1
2609,1
2611,1
2615,1
2619,0
2623,0
2624,0
2625,1
2630,1
2633,1
2638,1
2644,1
2648,0
2657,1
2660,1
2662,1
2667,1
2671,1
2678,0
2679,0
2683,0
2685,1
2686,0
2687,0
2694,0
2707,0
2709,0
2713,1
2718,1
2721,1
2724,1
2725,1
2726,1
2727,1
2730,0
2731,1
2732,1
2735,0
2737,1
2738,0
2740,1
2741,0
2742,1
2743,1
2744,0
2753,1
2756,0
2758,0
2762,1
2764,1
2767,1
2771,0
2776,0
2778,1
2780,1
2782,1
2783,0
2785,1
2787,0
2788,0
2789,0
2791,1
2797,0
2799,1
2805,1
2807,1
2813,0
2815,1
2819,1
2820,1
2824,1
2826,1
2831,0
2832,1
2833,0
2835,0
2840,0
2844,1
2845,0
2848,0
2849,0
2851,1
2854,1
2861,1
2867,0
2868,0
2873,1
2875,1
2876,1
2877,0
2885,0
2888,1
2891,1
2893,0
2900,1
2901,1
2909,1
2913,0
2923,1
2924,1
2935,0
2937,1
2938,1
2945,0
2946,1
2950,1
2951,0
2952,0
2954,1
2958,1
2959,0
2968,1
2971,0
2975,1
2980,1
2989,0
2990,0
2996,1
2997,0
2999,1
3001,0
3002,1
3003,1
3007,1
3010,0
3011,1
3015,1
3016,0
3022,0
3024,0
3025,0
3027,0
3029,0
3030,0
3031,0
3036,0
3040,1
3041,0
3046,1
3047,0
3049,1
3050,1
3054,1
3056,1
3057,0
3064,0
3071,0
3073,1
3076,1
3085,1
3087,0
3091,0
3094,1
3095,0
3102,1
3108,0
3112,0
3113,0
3116,0
3117,1
3118,0
3125,0
3132,0
3136,0
3137,1
3147,0
3149,0
3150,1
3153,0
3161,0
3163,1
3166,0
3167,0
3168,0
3169,1
3172,0
3173,0
3175,0
3182,0
3183,1
3189,0
3198,0
3200,1
3202,1
3208,1
3210,1
3211,1
3218,1
3221,1
3222,0
3224,0
3229,0
3231,0
3233,0
3235,0
3237,0
3238,0
3241,0
3242,0
3251,1
3253,1
3254,1
3259,1
3263,1
3269,0
3270,0
3272,0
3277,0
3278,0
3282,0
3283,0
3284,0
3287,0
3288,0
3289,0
3292,0
3296,0
3299,0
3300,0
3301,1
3304,1
3306,1
3308,1
3309,1
3310,1
3313,1
3319,0
3329,0
3330,0
3335,0
3337,0
3342,0
3344,0
3348,0
3351,1
3354,1
3357,1
3359,1
3360,0
3363,1
3367,1
3368,1
3374,1
3375,1
3377,1
3380,0
3381,0
3393,0
3394,0
3395,0
3396,0
3398,0
3403,1
3414,0
3416,0
3418,0
3422,0
3429,0
3431,0
3434,0
3442,1
3446,0
3452,1
3461,0
3469,0
3473,0
3479,0
3486,1
3493,0
3494,0
3496,0
3502,1
3507,0
3509,1
3511,1
3517,0
3521,0
3522,0
3533,0
3537,0
3540,0
3545,0
3547,0
3548,1
3556,0
3557,0
3559,0
3563,0
3565,0
3570,1
3580,0
3585,1
3586,0
3587,1
3592,0
3593,0
3594,0
3600,1
3607,0
3610,0
3611,1
3613,1
3614,1
3615,1
3616,1
3617,1
3618,1
3619,0
3620,0
3624,0
3627,0
3629,0
3633,1
3635,0
3638,0
3643,0
3653,1
3656,1
3660,1
3673,0
3674,0
3676,0
3680,0
3686,0
3689,0
3690,0
3695,0
3699,0
3700,1
3701,1
3707,1
3711,1
3714,1
3715,1
3716,1
3721,1
3725,0
3727,0
3731,0
3732,0
3733,0
3737,1
3738,0
3746,0
3752,1
3757,0
3761,1
3767,0
3772,1
3780,0
3785,1
3786,1
3789,0
3791,0
3798,1
3799,0
3802,0
3803,1
3804,1
3806,0
3807,1
3818,0
3821,0
3826,0
3831,0
3833,0
3835,0
3836,0
3840,0
3842,0
3848,1
3853,1
3855,1
3861,1
3865,1
3872,0
3882,0
3885,0
3886,0
3891,0
3892,0
3896,1
3897,0
3899,0
3903,0
3904,0
3906,1
3908,1
3912,1
3913,1
3915,1
3922,1
3923,1
3929,1
3933,0
3935,0
3942,0
3944,0
3945,1
3946,0
3947,0
3948,0
3951,1
3955,1
3957,1
3958,1
3963,1
3976,0
3978,1
3983,1
3988,1
3997,0
3999,1
4004,1
4007,1
4009,1
4013,1
4016,1
4022,1
4024,1
4026,1
4034,1
4046,0
4050,1
4051,1
4056,1
4058,1
4059,1
4062,1
4063,1
4064,1
4065,1
4066,1
4067,1
4072,1
4079,1
4080,1
4081,0
4083,1
4086,0
4087,1
4088,0
4097,1
4103,1
4106,0
4107,1
4108,1
4113,1
4116,1
4118,1
4120,1
4124,1
4126,0
4128,1
4129,1
4143,1
4145,0
4148,1
4151,0
4154,0
4155,0
4157,1
4159,1
4162,1
4164,1
4168,1
4175,1
4184,1
4185,1
4189,1
4190,1
4193,0
4195,0
4196,1
4197,0
4199,1
4204,1
4205,1
4207,1
4209,1
4217,1
4219,1
4221,1
4228,1
4230,1
4232,1
4242,1
4243,1
4244,1
4246,1
4248,1
4249,1
4250,1
4253,1
4256,1
4262,0
4265,1
4267,1
4269,1
4270,1
4272,1
4274,1
4276,1
4280,1
4281,1
4282,1
4285,1
4287,1
4292,1
4293,1
4296,1
4301,1
4306,1
4308,1
4313,1
4315,1
4316,1
4319,1
4328,1
4336,1
4337,1
4338,1
4343,1
4354,1
4361,1
4363,1
4366,1
4367,1
4372,1
4380,1
4382,1
4385,1
4386,1
4387,1
4399,1
4401,0
4402,1
4404,1
4407,1
4411,1
4413,1
4417,1
4419,1
4420,1
4421,1
4422,1
4442,1
4446,1
4449,0
4451,1
4452,1
4467,1
4468,1
4469,1
4472,1
4475,1
4488,1
4492,0
4496,1
4498,1
4505,1
4506,1
4508,1
4510,1
4511,1
4513,1
4515,1
4517,1
4519,1
4524,1
4525,1
4537,1
4541,0
4543,0
4545,0
4547,1
4548,1
4549,1
4556,1
4559,1
4560,1
4562,1
4566,1
4568,1
4569,1
4573,0
4577,1
4578,0
4579,1
4580,1
4586,0
4587,1
4593,0
4604,0
4608,1
4613,1
4615,1
4618,1
4622,1
4623,1
4624,1
4625,1
4630,1
4634,1
4635,0
4636,0
4639,0
4643,0
4645,0
4653,1
4654,1
4656,1
4657,1
4658,1
4660,1
4663,1
4664,1
4669,1
4670,0
4673,1
4678,1
4679,1
4680,1
4684,1
4685,1
4688,1
4689,1
4690,1
4691,1
4692,1
4699,1
4704,1
4707,1
4709,1
4724,1
4727,1
4731,1
4733,1
4735,1
4738,1
4745,1
4750,1
4751,1
4764,1
4773,1
4778,1
4779,1
4783,1
4785,1
4788,0
4790,1
4801,1
4802,1
4811,1
4812,1
4813,1
4815,1
4818,0
4831,1
4832,1
4845,1
4851,1
4859,1
4863,1
4864,1
4877,1
4878,1
4881,1
4891,1
4896,1
4900,1
4906,1
4910,1
4911,1
4912,1
4916,1
4931,1
4938,1
4939,1
4940,1
4941,1
4950,1
4964,0
4975,1
4977,1
4988,1
4990,1
4998,0
5001,1
5002,1
5005,1
5007,0
5012,1
5013,1
5019,1
5020,0
5026,1
5031,1
5034,1
5035,1
5038,0
5040,1
5046,1
5047,1
5052,0
5058,1
5059,1
5061,1
5065,1
5069,1
5070,1
5072,1
5073,1
5082,1
5086,0
5087,1
5088,1
5089,1
5090,1
5093,1
5095,1
5096,1
5098,0
5102,1
5104,1
5111,1
5112,1
5115,1
5118,1
5120,1
5129,1
5130,1
5134,1
5137,1
5144,1
5145,1
5146,1
5148,0
5154,1
5157,1
5158,1
5169,1
5173,1
5175,1
5178,1
5181,1
5182,1
5198,1
5199,0
5201,1
5204,1
5210,1
5211,1
5215,1
5216,1
5219,1
5222,1
5223,1
5234,1
5238,1
5246,1
5248,1
5251,1
5252,1
5256,1
5264,1
5266,1
5268,1
5270,1
5273,1
5276,1
5284,1
5288,1
5292,1
5296,1
5303,1
5308,1
5309,1
5314,1
5317,1
5319,1
5324,1
5326,1
5330,1
5343,1
5346,1
5348,1
5352,1
5353,1
5354,1
5359,1
5365,1
5370,1
5374,1
5376,1
5389,1
5393,1
5395,1
5396,1
5399,1
5401,1
5405,1
5406,1
5422,1
5426,1
5428,1
5431,1
5438,1
5442,1
5447,1
5448,1
5449,1
5453,1
5458,0
5464,1
5466,1
5467,1
5473,0
5476,1
5480,1
5484,1
5488,1
5496,1
5497,1
5510,1
5512,1
5519,1
5522,1
5526,0
5531,1
5533,0
5537,1
5540,0
5541,1
5545,1
5546,0
5548,1
5551,1
5554,1
5558,1
5561,1
5562,1
5564,1
5567,1
5578,1
5579,1
5581,1
5592,1
5595,1
5601,1
5603,1
5604,1
5610,1
5612,1
5616,1
5619,1
5633,1
5638,1
5641,0
5644,1
5645,1
5651,1
5654,1
5660,1
5669,1
5671,1
5676,1
5677,1
5679,1
5683,1
5688,1
5705,1
5707,1
5709,1
5711,1
5712,1
5716,1
5718,1
5719,1
5726,1
5735,1
5737,1
5743,0
5748,1
5753,1
5754,1
5757,1
5759,1
5762,1
5763,1
5764,1
5766,1
5767,1
5770,1
5771,1
5772,1
5775,1
5777,1
5779,1
5781,1
5784,1
5787,1
5789,1
5794,1
5799,1
5805,1
5809,1
5815,1
5821,0
5823,1
5824,1
5828,1
5832,1
5836,1
5841,0
5843,1
5847,0
5851,1
5854,1
5860,1
5864,1
5865,1
5866,1
5872,1
5875,1
5878,1
5879,1
5880,1
5882,1
5884,1
5885,1
5890,1
5891,0
5903,1
5904,1
5907,1
5908,1
5923,1
5928,1
5929,1
5930,1
5937,1
5938,1
5941,0
5953,1
5957,1
5959,1
5960,1
5963,1
5964,1
5968,1
5970,1
5975,1
5977,1
5979,1
5981,1
5982,1
5984,0
5985,1
5986,1
5992,1
5994,1
5995,0
5996,0
5998,1
6000,1
6006,0
6009,1
6010,1
6013,0
6016,1
6019,1
6039,0
6045,0
6046,0
6048,0
6055,0
6059,1
6062,0
6067,0
6070,1
6071,0
6072,1
6075,0
6084,0
6091,0
6095,0
6096,0
6098,0
6100,1
6104,0
6105,0
6108,1
6110,0
6113,0
6117,1
6131,0
6134,0
6136,0
6138,1
6143,1
6144,0
6148,0
6151,0
6152,0
6153,0
6159,0
6166,0
6175,0
6177,0
6178,0
6181,0
6184,0
6186,0
6187,0
6188,0
6192,0
6194,0
6201,0
6203,0
6204,1
6205,1
6208,1
6211,0
6213,0
6219,0
6231,0
6232,0
6233,0
6234,0
6235,0
6236,0
6237,1
6241,0
6245,0
6247,0
6248,0
6253,0
6261,0
6264,0
6266,0
6267,0
6270,0
6271,0
6272,0
6274,0
6279,0
6280,0
6284,0
6288,0
6290,0
6293,0
6297,0
6298,0
6299,0
6301,0
6302,0
6312,0
6313,0
6315,0
6316,1
6318,0
6321,0
6322,0
6323,0
6324,0
6329,0
6330,0
6334,0
6340,0
6342,0
6346,0
6347,0
6348,0
6351,0
6355,0
6359,0
6361,0
6367,0
6370,0
6373,0
6382,1
6388,0
6390,0
6391,0
6392,0
6396,0
6398,0
6399,0
6403,1
6404,0
6411,1
6417,0
6418,0
6422,0
6423,1
6425,0
6426,1
6427,0
6429,0
6430,0
6431,0
6432,0
6434,0
6436,0
6439,0
6443,1
6444,0
6445,0
6446,0
6448,0
6451,0
6455,0
6456,0
6459,0
6465,0
6468,0
6477,0
6478,0
6479,0
6481,0
6483,0
6484,0
6491,0
6496,0
6498,0
6501,0
6509,0
6510,0
6516,0
6517,0
6519,0
6527,0
6528,0
6529,0
6532,0
6537,0
6541,0
6545,0
6547,1
6552,0
6554,0
6555,0
6556,0
6559,0
6561,0
6568,0
6569,0
6576,0
6578,0
6579,0
6592,0
6593,1
6597,0
6598,0
6602,0
6606,0
6616,0
6619,0
6623,0
6632,0
6633,0
6636,0
6648,0
6649,0
6650,0
6651,0
6652,0
6657,1
6658,0
6660,0
6662,0
6664,0
6666,0
6667,0
6676,1
6681,0
6682,0
6683,0
6685,0
6689,0
6691,1
6692,0
6694,0
6695,0
6698,0
6700,0
6701,0
6702,1
6708,1
6717,0
6724,0
6725,0
6728,0
6729,0
6730,0
6738,0
6741,0
6742,0
6748,0
6750,1
6752,0
6753,0
6755,0
6756,0
6757,0
6759,0
6760,1
6762,0
6763,1
6766,0
6767,0
6770,0
6778,0
6779,1
6781,0
6790,0
6792,0
6802,0
6804,0
6807,0
6809,1
6811,0
6812,0
6815,0
6818,0
6821,0
6830,0
6831,0
6832,0
6835,1
6836,0
6837,0
6838,0
6843,0
6845,0
6848,0
6851,1
6856,0
6863,0
6865,0
6871,0
6872,0
6877,0
6881,0
6882,0
6884,0
6888,0
6890,0
6891,0
6894,0
6899,0
6904,1
6906,0
6916,0
6919,0
6921,0
6924,0
6925,0
6927,0
6931,0
6933,0
6935,0
6936,0
6939,0
6942,0
6945,0
6946,0
6948,0
6956,0
6963,0
6965,0
6966,0
6969,0
6972,0
6974,0
6976,0
6980,0
6981,0
6985,0
6989,0
6990,0
6995,1
6996,0
7000,0
7002,1
7003,1
7007,0
7013,0
7020,0
7022,0
7024,0
7026,0
7027,0
7028,0
7029,0
7031,0
7033,0
7037,0
7040,0
7055,0
7056,0
7057,0
7064,0
7067,0
7068,0
7077,0
7082,0
7095,0
7096,1
7100,1
7104,1
7105,0
7108,0
7110,1
7112,0
7115,0
7116,0
7117,1
7119,0
7123,0
7124,0
7125,0
7126,0
7128,0
7129,0
7132,0
7134,0
7137,0
7142,0
7144,0
7149,0
7152,0
7156,0
7158,0
7162,0
7164,0
7165,0
7167,0
7168,0
7172,0
7178,0
7180,0
7187,0
7192,0
7195,0
7200,0
7201,0
7206,0
7208,0
7209,0
7215,0
7217,1
7220,1
7225,0
7226,0
7230,0
7246,0
7250,0
7251,0
7255,0
7257,0
7262,0
7266,0
7269,0
7271,0
7275,0
7276,0
7277,0
7278,0
7281,0
7285,0
7290,1
7291,0
7294,0
7298,0
7299,0
7300,0
7301,0
7302,1
7306,1
7307,0
7309,0
7315,0
7316,0
7318,0
7319,0
7320,0
7321,0
7323,0
7325,0
7326,0
7329,0
7331,0
7332,1
7333,0
7335,0
7336,0
7337,1
7339,0
7340,0
7343,0
7355,0
7356,0
7360,0
7362,1
7363,0
7365,0
7372,0
7376,0
7380,0
7383,1
7389,0
7390,0
7395,0
7401,1
7409,0
7411,0
7418,0
7423,0
7427,0
7431,0
7433,0
7437,0
7441,0
7448,0
7457,0
7458,0
7467,0
7473,0
7475,0
7478,0
7479,0
7480,0
7481,1
7486,0
7492,0
7494,0
7499,0
7503,0
7513,1
7515,0
7518,0
7519,0
7520,0
7524,0
7528,0
7535,0
7538,0
7541,0
7544,1
7545,0
7547,0
7558,1
7562,0
7565,0
7572,0
7573,0
7576,0
7578,1
7580,0
7588,0
7594,1
7600,0
7613,0
7616,0
7617,0
7620,1
7622,0
7623,0
7625,0
7626,0
7633,0
7635,0
7640,0
7646,1
7652,1
7654,0
7656,0
7662,0
7663,0
7666,0
7673,0
7677,0
7678,0
7679,0
7682,1
7683,0
7686,0
7687,0
7690,0
7693,0
7694,0
7695,0
7696,1
7698,0
7701,0
7705,0
7706,0
7713,1
7714,0
7715,0
7716,0
7718,0
7720,0
7722,0
7723,0
7725,1
7726,1
7727,1
7730,1
7732,0
7737,0
7738,1
7743,1
7748,0
7751,1
7752,0
7756,0
7757,0
7759,0
7760,0
7761,0
7763,0
7768,0
7770,0
7776,0
7777,0
7778,0
7780,0
7781,0
7783,1
7786,1
7794,0
7795,0
7796,0
7798,0
7808,1
7820,0
7823,0
7827,0
7828,0
7831,0
7834,0
7836,1
7841,0
7842,0
7843,0
7844,0
7858,0
7860,1
7862,0
7863,0
7864,0
7875,0
7876,0
7878,1
7879,0
7880,0
7881,1
7884,0
7889,0
7890,0
7891,0
7895,0
7900,0
7911,0
7916,0
7924,0
7926,0
7930,0
7932,0
7950,1
7952,0
7953,0
7955,0
7959,0
7962,0
7968,1
7969,0
7979,1
7982,0
7984,1
7991,0
7995,0
8005,1
8006,0
8008,0
8018,0
8020,0
8021,0
8022,0
8023,0
8027,0
8028,0
8033,0
8034,0
8035,1
8037,1
8042,0
8044,0
8051,1
8053,0
8059,0
8062,0
8063,0
8069,0
8074,0
8075,0
8081,0
8082,0
8085,0
8089,0
8091,0
8092,0
8093,0
8101,1
8107,0
8112,0
8113,0
8114,0
8115,0
8119,0
8126,0
8130,0
8131,0
8134,0
8135,0
8138,0
8140,0
8141,0
8147,0
8150,1
8156,1
8158,0
8159,0
8160,0
8161,0
8169,1
8170,0
8180,0
8181,0
8183,0
8185,0
8188,0
8189,0
8191,0
8193,0
8194,0
8205,0
8213,0
8216,0
8218,0
8224,1
8225,0
8229,0
8230,0
8231,0
8235,0
8236,0
8240,0
8241,0
8242,0
8246,0
8247,1
8251,1
8256,1
8257,1
8260,1
8264,1
8266,0
8269,0
8270,0
8277,1
8278,0
8285,0
8286,0
8288,0
8289,0
8293,0
8295,0
8296,1
8304,1
8305,0
8306,1
8309,1
8311,1
8313,1
8317,0
8318,0
8319,0
8325,0
8332,0
8339,0
8341,0
8344,0
8347,0
8349,0
8350,1
8355,1
8356,1
8362,1
8363,1
8365,1
8371,1
8375,1
8378,0
8380,0
8384,1
8385,0
8386,0
8388,1
8394,0
8396,0
8400,1
8403,1
8405,1
8409,0
8410,1
8414,1
8420,1
8428,0
8435,1
8440,0
8441,0
8442,0
8443,0
8445,0
8447,0
8449,0
8452,1
8457,1
8462,1
8464,1
8466,1
8468,1
8473,1
8485,1
8490,1
8492,0
8497,0
8501,1
8502,1
8503,0
8504,1
8506,1
8508,0
8514,1
8516,1
8517,0
8518,0
8525,0
8529,1
8535,0
8542,1
8543,1
8546,0
8547,0
8550,0
8551,1
8553,1
8557,1
8558,0
8559,1
8561,1
8563,1
8564,1
8569,0
8570,0
8579,1
8580,1
8581,1
8585,1
8586,1
8588,0
8589,1
8592,0
8600,1
8601,1
8608,1
8613,0
8615,0
8617,1
8619,0
8620,1
8626,1
8633,1
8638,0
8639,0
8641,1
8642,1
8648,1
8663,1
8665,1
8667,1
8672,0
8676,1
8679,1
8682,1
8683,1
8684,0
8686,1
8688,0
8690,1
8693,0
8700,1
8703,0
8710,1
8713,1
8719,0
8730,0
8731,1
8740,0
8743,0
8745,0
8748,0
8751,0
8754,1
8760,1
8763,1
8764,0
8768,1
8771,0
8772,0
8774,1
8775,1
8776,0
8777,1
8780,1
8781,1
8782,0
8784,1
8786,0
8788,1
8790,1
8795,0
8797,1
8805,0
8810,0
8813,1
8815,1
8817,1
8821,1
8822,1
8827,1
8832,0
8835,0
8838,1
8841,0
8842,1
8844,1
8849,1
8852,0
8853,1
8854,1
8856,1
8857,1
8860,0
8864,1
8865,0
8866,1
8869,0
8875,1
8879,1
8880,1
8883,1
8887,1
8891,1
8893,0
8898,0
8905,1
8907,0
8909,1
8913,0
8914,0
8917,1
8923,1
8925,1
8926,0
8928,1
8929,1
8931,0
8932,0
8934,0
8935,1
8936,1
8938,0
8939,1
8941,1
8942,1
8943,1
8950,0
8952,1
8953,1
8959,1
8964,0
8965,0
8966,1
8968,1
8970,0
8978,0
8979,0
8987,0
8991,0
8994,0
8995,0
8999,1
9000,1
9002,0
9008,1
9014,1
9019,1
9022,1
9023,1
9025,1
9026,1
9030,1
9035,1
9037,1
9043,1
9050,1
9051,1
9054,1
9057,1
9059,1
9060,1
9069,1
9071,0
9072,1
9073,1
9083,1
9084,1
9086,1
9087,1
9090,1
9091,1
9093,1
9094,1
9100,1
9101,1
9105,1
9113,1
9115,1
9119,1
9120,1
9122,1
9126,1
9129,1
9131,1
9135,1
9137,1
9138,1
9140,1
9141,1
9146,1
9149,1
9150,1
9155,1
9158,1
9161,1
9162,1
9163,1
9165,1
9169,1
9170,1
9180,1
9181,1
9187,1
9188,1
9193,1
9194,1
9197,1
9202,1
9203,1
9206,1
9207,0
9209,1
9214,1
9231,1
9234,1
9237,1
9239,1
9242,1
9243,1
9249,0
9255,1
9258,1
9263,1
9266,1
9272,1
9273,1
9274,1
9276,1
9281,1
9284,1
9286,1
9287,1
9289,1
9292,0
9293,0
9296,1
9298,1
9300,1
9303,1
9314,0
9315,1
9320,1
9338,1
9341,1
9342,1
9351,1
9354,1
9358,1
9364,1
9367,1
9368,1
9375,1
9377,1
9380,1
9385,1
9392,1
9393,1
9400,1
9403,1
9405,1
9406,1
9408,1
9410,1
9418,1
9419,1
9420,1
9423,1
9427,1
9430,1
9434,1
9451,1
9454,1
9456,1
9459,1
9462,1
9464,1
9467,1
9473,1
9481,1
9482,1
9483,1
9484,1
9489,1
9492,1
9494,1
9497,1
9500,1
9502,1
9506,1
9508,1
9509,1
